,name,company,year,Price,kms_driven,fuel_type
3547,Hyundai EON LPG Magna Plus,Hyundai,2012,170000,170000,LPG
3548,Datsun RediGO T Option,Datsun,2016,229999,37500,Petrol
3549,Maruti 800 Std,Maruti,1999,45000,50000,Petrol
3550,Maruti Grand Vitara MT,Maruti,2007,479000,145000,Petrol
3551,Hyundai EON Sportz,Hyundai,2016,340000,30000,Petrol
3552,Maruti Swift Dzire ZXI,Maruti,2016,620000,35000,Petrol
3553,Tata Manza Club Class Quadrajet90 EX,Tata,2012,270000,60000,Diesel
3554,Tata Tiago 1.05 Revotorq XZ Plus,Tata,2018,400000,35000,Diesel
3555,Maruti Wagon R VXI Optional,Maruti,2015,260000,40000,Petrol
3556,Hyundai Santro LE zipPlus,Hyundai,2003,48000,50000,Petrol
3557,Tata Nano Twist XE,Tata,2015,100000,23800,Petrol
3558,Nissan Terrano XL Plus 85 PS,Nissan,2015,490000,70000,Diesel
3559,Maruti Wagon R Duo Lxi,Maruti,2010,120000,90000,LPG
3560,Hyundai i10 Era,Hyundai,2008,125000,102000,Petrol
3561,Maruti Alto 800 LXI,Maruti,2019,190000,5000,Petrol
3562,Fiat Linea T Jet Plus,Fiat,2011,500000,20000,Petrol
3563,Toyota Fortuner 4x2 AT,Toyota,2014,1800000,99000,Diesel
3564,Honda Civic 1.8 V MT,Honda,2008,320000,90000,Petrol
3565,Honda Civic 1.8 S AT,Honda,2007,250000,47000,Petrol
3566,Ford Figo Diesel Titanium,Ford,2010,105000,90000,Diesel
3567,Hyundai i20 Active 1.2 SX,Hyundai,2018,550000,20000,Petrol
3568,Hyundai Grand i10 1.2 Kappa Sportz AT,Hyundai,2019,600000,1100,Petrol
3569,Maruti Alto 800 VXI,Maruti,2020,210000,40000,Petrol
3570,Maruti Alto 800 LXI Airbag,Maruti,2012,210000,15000,Petrol
3571,Maruti Alto LXi,Maruti,2009,150000,40000,Petrol
3572,Hyundai i10 Era 1.1,Hyundai,2008,125000,60000,Petrol
3573,Maruti Celerio VXI,Maruti,2016,380000,20000,Petrol
3574,Maruti Baleno Delta 1.2,Maruti,2019,600000,5000,Petrol
3575,Maruti Swift VXI Deca,Maruti,2016,490000,27000,Petrol
3576,Maruti Swift Dzire LDI,Maruti,2018,545000,38000,Diesel
3577,Maruti Wagon R VXI BS IV,Maruti,2015,250000,25000,Petrol
3578,Hyundai Venue SX Opt Turbo BSIV,Hyundai,2020,1050000,1100,Petrol
3579,Maruti Wagon R LX Minor,Maruti,2007,100000,100000,Petrol
3580,Ford Figo Diesel ZXI,Ford,2014,250000,100000,Diesel
3581,Maruti Wagon R LX BSIII,Maruti,2007,100000,110000,Petrol
3582,Ford Figo 1.5D Ambiente ABS MT,Ford,2016,350000,60000,Diesel
3583,Renault Duster 110PS Diesel RxZ Plus,Renault,2012,370000,70000,Diesel
3584,Maruti Zen VXi - BS III,Maruti,2004,121000,110000,Petrol
3585,Ford Figo Aspire 1.5 Ti-VCT Titanium,Ford,2017,570000,44077,Petrol
3586,Maruti Ertiga SHVS VDI,Maruti,2017,785000,24000,Diesel
3587,Maruti Ciaz S 1.3,Maruti,2018,850000,30000,Diesel
3588,Maruti Wagon R VXI BS IV,Maruti,2016,375000,30000,Petrol
3589,Maruti Baleno Alpha 1.2,Maruti,2017,619000,40000,Petrol
3590,Chevrolet Cruze LTZ,Chevrolet,2011,335000,90000,Diesel
3591,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Toyota,2006,500000,50000,Diesel
3592,Maruti Wagon R LX,Maruti,2003,60000,100000,Petrol
3593,Mahindra Ingenio CRDe,Mahindra,2015,210000,210000,Diesel
3594,Toyota Innova Crysta 2.4 VX MT 8S BSIV,Toyota,2019,1900000,20000,Diesel
3595,Tata Indigo TDI,Tata,2013,270000,70000,Diesel
3596,Maruti Wagon R LXI Minor,Maruti,2010,225000,100000,Petrol
3597,Maruti SX4 ZXI MT BSIV,Maruti,2011,150000,160000,Petrol
3598,Chevrolet Beat Diesel LT,Chevrolet,2013,173000,70000,Diesel
3599,BMW 5 Series 520d Luxury Line,BMW,2018,4800000,9422,Diesel
3600,Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,Volkswagen,2017,710000,110000,Diesel
3601,Toyota Corolla Altis 1.8 GL,Toyota,2019,1500000,20000,Petrol
3602,Maruti Baleno Zeta 1.2,Maruti,2017,550000,20000,Petrol
3603,Maruti 800 AC BSIII,Maruti,2008,58000,70000,Petrol
3604,Audi A4 1.8 TFSI,Audi,2012,1200000,60000,Petrol
3605,Mahindra Scorpio M2DI,Mahindra,2013,500000,150000,Diesel
3606,Maruti Swift LXi BSIV,Maruti,2009,120000,83000,Petrol
3607,Toyota Innova 2.5 EV Diesel PS 7 Seater BSIII,Toyota,2012,300000,250000,Diesel
3608,Hyundai EON Era Plus,Hyundai,2018,300000,30000,Petrol
3609,Datsun GO Plus T Option BSIV,Datsun,2015,295000,21000,Petrol
3610,Maruti Ertiga VXI CNG,Maruti,2018,587000,80000,CNG
3611,Ambassador Grand 1800 ISZ MPFI PW CL,Ambassador,2012,430000,50000,Petrol
3612,Hyundai Verna i (Petrol),Hyundai,2007,123000,50000,Petrol
3613,Skoda Laura Ambiente 2.0 TDI CR AT,Skoda,2012,450000,48500,Diesel
3614,Maruti Wagon R LXI Minor,Maruti,2007,130000,60000,Petrol
3615,Tata Indica Vista Aqua 1.4 TDI,Tata,2010,110000,90000,Diesel
3616,Mahindra Xylo Celebration Edition BSIV,Mahindra,2010,200000,240000,Diesel
3617,Hyundai Grand i10 Magna,Hyundai,2015,320000,70000,Petrol
3618,Maruti Wagon R LXI BS IV,Maruti,2014,300000,50000,Petrol
3619,Volkswagen CrossPolo 1.2 MPI,Volkswagen,2016,350000,110000,Petrol
3620,Maruti Ertiga VXI Petrol,Maruti,2018,800000,50000,Petrol
3621,Hyundai Xcent 1.1 CRDi S,Hyundai,2016,270000,175000,Diesel
3622,Hyundai i20 1.2 Magna Executive,Hyundai,2017,540000,60000,Petrol
3623,Maruti Wagon R LXI CNG,Maruti,2011,160000,60000,CNG
3624,Maruti SX4 VDI,Maruti,2013,340000,100000,Diesel
3625,Maruti Eeco 5 Seater AC BSIV,Maruti,2017,350000,40000,Petrol
3626,Volkswagen Vento Diesel Style Limited Edition,Volkswagen,2011,300000,100000,Diesel
3627,Maruti Ritz VDi,Maruti,2013,330000,63000,Diesel
3628,Maruti Wagon R LXI CNG,Maruti,2016,325000,80000,CNG
3629,Maruti Swift Dzire VDI,Maruti,2013,250000,55000,Diesel
3630,Maruti Swift Star VDI,Maruti,2013,250000,55000,Diesel
3631,Chevrolet Beat LT Option,Chevrolet,2015,240000,60000,Petrol
3632,Hyundai Grand i10 1.2 Kappa Magna BSIV,Hyundai,2020,545000,5000,Petrol
3633,Hyundai i10 Magna 1.1 iTech SE,Hyundai,2015,300000,48000,Petrol
3634,Renault KWID RXT,Renault,2017,240000,50000,Petrol
3635,Renault KWID 1.0 RXT Optional,Renault,2018,360000,15000,Petrol
3636,Hyundai i20 1.4 CRDi Magna,Hyundai,2012,250000,70000,Diesel
3637,Skoda Laura Elegance 2.0 TDI CR AT,Skoda,2019,475000,105000,Diesel
3638,Hyundai i20 Asta Option 1.4 CRDi,Hyundai,2016,600000,50000,Diesel
3639,Tata Indigo CR4,Tata,2010,150000,80000,Diesel
3640,Ford EcoSport 1.5 Diesel Trend BSIV,Ford,2017,700000,50000,Diesel
3641,Mahindra XUV500 W6 2WD,Mahindra,2016,1290000,5000,Diesel
3642,Maruti Celerio ZXI AMT BSIV,Maruti,2018,500000,10000,Petrol
3643,Hyundai Santro Xing GLS,Hyundai,2012,193000,45000,Petrol
3644,Honda City i VTEC V,Honda,2015,800000,10000,Petrol
3645,Maruti Wagon R LXI Minor,Maruti,2008,150000,50000,Petrol
3646,Maruti 800 AC,Maruti,2002,80000,40000,Petrol
3647,Ford Figo Diesel EXI,Ford,2010,130000,100000,Diesel
3648,Ford Figo Diesel EXI,Ford,2012,280000,80000,Diesel
3649,Mahindra Xylo D2 BS IV,Mahindra,2011,229999,110000,Diesel
3650,Maruti Zen Estilo VXI BSIII,Maruti,2008,80000,120000,Petrol
3651,Tata Nano Cx BSIII,Tata,2010,70000,10000,Petrol
3652,Maruti Ritz VDi,Maruti,2013,240000,60000,Diesel
3653,Mahindra Xylo E8,Mahindra,2010,380000,72000,Diesel
3654,Hyundai Santro Xing XO,Hyundai,2006,80000,110000,Petrol
3655,Hyundai i10 Era,Hyundai,2013,265000,50000,Petrol
3656,Hyundai EON Magna Plus Option,Hyundai,2018,320000,25000,Petrol
3657,Nissan Terrano XL 110 PS,Nissan,2014,500000,120000,Diesel
3658,Hyundai Creta 1.6 CRDi SX Option,Hyundai,2016,1300000,55000,Diesel
3659,Mahindra Scorpio S11 BSIV,Mahindra,2018,1500000,35000,Diesel
3660,Toyota Innova Crysta 2.8 ZX AT BSIV,Toyota,2016,1800000,110000,Diesel
3661,Mahindra XUV500 W6 2WD,Mahindra,2014,600000,80000,Diesel
3662,Tata Tiago 1.2 Revotron XT,Tata,2018,420000,80000,Petrol
3663,Maruti Zen Estilo LXI BS IV,Maruti,2009,140000,120000,Petrol
3664,Skoda Laura Ambiente 2.0 TDI CR MT,Skoda,2010,300000,100000,Diesel
3665,Hyundai Santro Xing XL eRLX Euro III,Hyundai,2006,100000,60000,Petrol
3666,Maruti Alto K10 VXI,Maruti,2017,350000,25000,Petrol
3667,Ford EcoSport 1.5 Ti VCT MT Titanium BE BSIV,Ford,2018,850000,19000,Petrol
3668,Maruti Alto LX,Maruti,2008,140000,54000,Petrol
3669,Ford Aspire Titanium Plus BSIV,Ford,2015,550000,17100,Petrol
3670,Hyundai Grand i10 Asta Option AT,Hyundai,2017,525000,19000,Petrol
3671,Ford Ecosport 1.5 DV5 MT Titanium,Ford,2015,470000,146000,Diesel
3672,Ford Endeavour 3.0L 4X4 AT,Ford,2013,900000,98000,Diesel
3673,Ford Endeavour 2.5L 4X2,Ford,2011,500000,224642,Diesel
3674,Maruti Zen LXI,Maruti,1998,80000,120000,Petrol
3675,Mahindra Verito 1.5 D2 BSIII,Mahindra,2011,175000,175000,Diesel
3676,Mahindra XUV500 AT W10 AWD,Mahindra,2017,1350000,15000,Diesel
3677,Renault Duster 110PS Diesel RxZ,Renault,2017,800000,50000,Diesel
3678,Datsun RediGO 1.0 S,Datsun,2017,250000,15000,Petrol
3679,Maruti Ignis 1.2 AMT Alpha BSIV,Maruti,2018,700000,25000,Petrol
3680,Tata Nexon 1.5 Revotorq XM,Tata,2019,800000,25000,Diesel
3681,Mahindra XUV500 W6 2WD,Mahindra,2013,660000,69000,Diesel
3682,Maruti Swift VDI BSIV,Maruti,2015,465000,60000,Diesel
3683,Mahindra Scorpio 2.6 CRDe,Mahindra,2006,180000,222435,Diesel
3684,Maruti Swift Dzire VDI,Maruti,2017,600000,66000,Diesel
3685,Ford Fiesta 1.4 ZXi Duratec,Ford,2010,150000,110000,Petrol
3686,Hyundai Verna 1.6 SX,Hyundai,2014,450000,78000,Diesel
3687,Hyundai Elite i20 Sportz Plus BSIV,Hyundai,2019,721000,10000,Petrol
3688,Maruti Swift 1.2 DLX,Maruti,2018,300000,35000,Petrol
3689,Mahindra Scorpio BSIV,Mahindra,2019,1000000,10000,Diesel
3690,Renault KWID RXT,Renault,2016,300000,40000,Petrol
3691,Mahindra Scorpio LX,Mahindra,2013,450000,120000,Diesel
3692,Maruti Esteem AX,Maruti,1997,79000,70000,Petrol
3693,Ford Figo 1.5D Trend MT,Ford,2017,545000,40000,Diesel
3694,Honda Amaze V Diesel BSIV,Honda,2018,844999,20000,Diesel
3695,Skoda Rapid 1.5 TDI Ambition,Skoda,2016,700000,93000,Diesel
3696,Toyota Etios VD,Toyota,2016,650000,159000,Diesel
3697,Ford Ecosport 1.5 DV5 MT Titanium,Ford,2014,525000,75000,Diesel
3698,Ford Fiesta Classic 1.4 SXI Duratorq,Ford,2006,110000,101100,Diesel
3699,Tata Indica Vista Aqua 1.3 Quadrajet BSIV,Tata,2011,180000,66000,Diesel
3700,Hyundai i10 Era,Hyundai,2012,280000,30000,Petrol
3701,Renault KWID 1.0 RXT Optional,Renault,2019,400000,10000,Petrol
3702,Mahindra XUV500 W8 4WD,Mahindra,2012,625000,126000,Diesel
3703,Volkswagen Vento 1.5 TDI Highline,Volkswagen,2015,535000,70000,Diesel
3704,Maruti Swift VDI Optional,Maruti,2017,459999,50000,Diesel
3705,Mahindra Bolero DI,Mahindra,2010,300000,100000,Diesel
3706,Honda Civic 1.8 V AT,Honda,2007,280000,60000,Petrol
3707,Honda Mobilio V i VTEC,Honda,2014,500000,70000,Petrol
3708,Hyundai Creta 1.6 SX,Hyundai,2019,1200000,1200,Petrol
3709,Hyundai i10 Sportz AT,Hyundai,2011,180000,134444,Petrol
3710,Maruti Alto LXi,Maruti,2009,78000,120000,Petrol
3711,Nissan Micra Diesel XV Premium,Nissan,2011,160000,120000,Diesel
3712,Mahindra Scorpio VLX 2WD AIRBAG BSIV,Mahindra,2014,600000,238000,Diesel
3713,Maruti Wagon R LXI Minor,Maruti,2008,110000,100000,Petrol
3714,Mahindra Bolero SLX 4WD BSIII,Mahindra,2011,450000,110000,Diesel
3715,Mahindra Scorpio S9 BSIV,Mahindra,2019,1350000,35000,Diesel
3716,Honda City 1.3 DX,Honda,2003,120000,165000,Petrol
3717,Honda BR-V i-DTEC VX MT,Honda,2018,1040000,42000,Diesel
3718,Hyundai Grand i10 CRDi Sportz,Hyundai,2014,390000,70000,Diesel
3719,Tata Nano Lx BSIII,Tata,2011,65000,60000,Petrol
3720,Volkswagen Polo Diesel Highline 1.2L,Volkswagen,2013,320000,115000,Diesel
3721,Volkswagen Ameo 1.5 TDI Highline,Volkswagen,2017,720000,70000,Diesel
3722,Maruti Swift ZXI ABS,Maruti,2007,220000,80000,Petrol
3723,Maruti Wagon R LXI BS IV,Maruti,2011,225000,65000,Petrol
3724,Tata Manza Aura (ABS) Quadrajet BS IV,Tata,2010,200000,150000,Diesel
3725,Toyota Etios GD,Toyota,2015,434999,75000,Diesel
3726,Ford Figo Diesel Titanium,Ford,2012,300000,63700,Diesel
3727,Honda Amaze VX i-DTEC,Honda,2018,700000,74800,Diesel
3728,Ford Endeavour 2.5L 4X2 MT,Ford,2009,500000,105000,Diesel
3729,Renault Duster 85PS Diesel RxE,Renault,2016,500000,40000,Diesel
3730,Maruti Ritz LDi,Maruti,2016,400000,90000,Diesel
3731,Toyota Corolla Altis D-4D J,Toyota,2015,825000,75000,Diesel
3732,Maruti Swift Dzire VDI,Maruti,2018,720000,15000,Diesel
3733,Maruti 800 AC Uniq,Maruti,2009,110000,30000,Petrol
3734,Mahindra Scorpio VLX 2WD AIRBAG BSIV,Mahindra,2014,600000,100000,Diesel
3735,Mahindra Scorpio VLX 2WD AT BSIV,Mahindra,2009,275000,155000,Diesel
3736,Land Rover Range Rover Evoque 2.2L Dynamic,Land,2012,2349000,149000,Diesel
3737,Hyundai i20 1.4 Sportz,Hyundai,2017,740000,60000,Diesel
3738,Maruti Baleno Alpha 1.3,Maruti,2017,800000,90000,Diesel
3739,Hyundai Verna CRDi 1.6 SX Option,Hyundai,2019,1100000,100000,Diesel
3740,BMW X1 sDrive20d,BMW,2012,750000,100000,Diesel
3741,Maruti Alto K10 2010-2014 VXI,Maruti,2012,200000,90000,Petrol
3742,Tata Spacio SA 6 Seater,Tata,2009,210000,75000,Diesel
3743,Maruti Swift VDI BSIV,Maruti,2009,270000,120000,Diesel
3744,Toyota Etios 1.4 VXD,Toyota,2016,630000,90000,Diesel
3745,Hyundai Xcent 1.2 Kappa S,Hyundai,2015,375000,55000,Petrol
3746,Mahindra Xylo D2,Mahindra,2010,300000,70000,Diesel
3747,Mahindra Bolero Power Plus SLX,Mahindra,2016,580000,95000,Diesel
3748,Hyundai Verna 1.4 CRDi,Hyundai,2014,550000,50000,Diesel
3749,Maruti Ciaz ZDi Plus SHVS,Maruti,2016,750000,50000,Diesel
3750,Maruti Omni E MPI STD BS IV,Maruti,2014,250000,60516,Petrol
3751,Hyundai Verna 1.6 SX,Hyundai,2012,434999,235000,Diesel
3752,Mercedes-Benz E-Class 280 CDI,Mercedes-Benz,2007,900000,76731,Diesel
3753,Maruti Swift ZDI,Maruti,2016,685000,64000,Diesel
3754,Maruti Swift VDI BSIV,Maruti,2014,540000,65000,Diesel
3755,Honda City i-VTEC CVT ZX,Honda,2018,1165000,13000,Petrol
3756,Ford Ecosport 1.5 DV5 MT Titanium Optional,Ford,2014,610000,77000,Diesel
3757,Hyundai EON Era,Hyundai,2011,254999,24000,Petrol
3758,Nissan Micra Active XV,Nissan,2014,280000,63840,Petrol
3759,Tata Tiago 1.2 Revotron XT,Tata,2017,370000,25000,Petrol
3760,Tata New Safari DICOR 2.2 EX 4x2,Tata,2011,459999,76400,Diesel
3761,Maruti Zen LX,Maruti,1998,42000,70000,Petrol
3762,Fiat Linea Active (Diesel),Fiat,2011,190000,80000,Diesel
3763,Fiat Punto 1.4 Emotion,Fiat,2010,165000,100000,Petrol
3764,Ford EcoSport 1.5 Diesel Trend Plus BSIV,Ford,2017,710000,40000,Diesel
3765,Hyundai Creta 1.6 SX Option,Hyundai,2018,1200000,15000,Petrol
3766,Maruti Zen Estilo LXI BS IV,Maruti,2011,229999,70000,Petrol
3767,Renault KWID RXT,Renault,2018,310000,15000,Petrol
3768,Maruti Wagon R VXI BS IV,Maruti,2015,320000,40000,Petrol
3769,Maruti 800 AC,Maruti,2006,100000,54000,Petrol
3770,Hyundai Verna CRDi,Hyundai,2009,160000,90000,Diesel
3771,Maruti 800 AC BSIII,Maruti,2007,60000,52000,Petrol
3772,Tata Indigo LS,Tata,2012,100000,200000,Diesel
3773,Chevrolet Beat Diesel LT,Chevrolet,2016,350000,35000,Diesel
3774,Renault Duster 110PS Diesel RxZ AWD,Renault,2017,700000,60000,Diesel
3775,Maruti Alto K10 VXI,Maruti,2017,300000,31489,Petrol
3776,Hyundai i20 1.4 Asta Option,Hyundai,2018,830000,40000,Diesel
3777,Hyundai Verna Transform VTVT,Hyundai,2010,229999,70000,Petrol
3778,Hyundai i20 Magna Optional 1.4 CRDi,Hyundai,2013,400000,100000,Diesel
3779,Maruti Gypsy King Hard Top Ambulance BSIV,Maruti,2005,300000,70000,Petrol
3780,Ford Figo Diesel Celebration Edition,Ford,2013,300000,50000,Diesel
3781,Ford Fiesta 1.4 SXi TDCi,Ford,2009,80000,180000,Diesel
3782,Maruti 800 AC,Maruti,2008,80000,50000,Petrol
3783,Maruti Esteem Vxi,Maruti,2007,100000,90000,Petrol
3784,Tata Indica Vista Quadrajet LS,Tata,2012,300000,110000,Diesel
3785,Maruti Baleno Zeta Automatic,Maruti,2018,700000,26000,Petrol
3786,Maruti Vitara Brezza ZDi Plus,Maruti,2016,975000,65000,Diesel
3787,Chevrolet Captiva LT,Chevrolet,2009,500000,130000,Diesel
3788,Renault Duster 85PS Diesel RxL Optional,Renault,2013,550000,75000,Diesel
3789,Nissan Terrano XV Premium 110 PS,Nissan,2014,550000,110000,Diesel
3790,Maruti Alto K10 2010-2014 VXI,Maruti,2014,240000,50000,Petrol
3791,Maruti 800 Std,Maruti,1997,50000,80000,Petrol
3792,Tata Indica Vista Aura 1.2 Safire,Tata,2009,120000,80000,Petrol
3793,Maruti Alto 800 LXI,Maruti,2013,900000,60000,Petrol
3794,Honda City 1.5 V MT,Honda,2009,250000,90000,Petrol
3795,Renault KWID 1.0 RXT Optional,Renault,2017,280000,36000,Petrol
3796,Tata Indica Vista Terra Quadrajet 1.3L BS IV,Tata,2010,85000,87000,Diesel
3797,Tata Indica Vista Terra 1.4 TDI,Tata,2011,90000,80000,Diesel
3798,Chevrolet Enjoy TCDi LT 8 Seater,Chevrolet,2015,500000,50000,Diesel
3799,Maruti 800 Std,Maruti,2013,200000,60000,Petrol
3800,Renault KWID RXT,Renault,2015,250000,50000,Petrol
3801,Maruti Swift Dzire VDI,Maruti,2014,185000,40000,Diesel
3802,Hyundai i10 Magna 1.1,Hyundai,2008,100000,60000,Petrol
3803,Toyota Etios VXD,Toyota,2015,610000,55000,Diesel
3804,Mahindra Quanto C8,Mahindra,2012,290000,80000,Diesel
3805,Mahindra Xylo E9,Mahindra,2012,300000,295000,Diesel
3806,Hyundai EON Era Plus,Hyundai,2015,225000,80000,Petrol
3807,Maruti Alto K10 VXI,Maruti,2017,320000,50000,Petrol
3808,Tata Indigo CR4,Tata,2012,135000,158000,Diesel
3809,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Toyota,2006,400000,400000,Diesel
3810,Nissan Sunny XL,Nissan,2016,600000,19495,Petrol
3811,Renault Duster 85PS Diesel RxL Plus,Renault,2013,570000,62668,Diesel
3812,Mahindra XUV500 W6 2WD,Mahindra,2013,850000,85710,Diesel
3813,Ford Figo Diesel EXI,Ford,2011,250000,55130,Diesel
3814,Ford Ecosport 1.5 DV5 MT Titanium,Ford,2014,580000,63356,Diesel
3815,Toyota Fortuner 3.0 Diesel,Toyota,2012,1680000,129627,Diesel
3816,Chevrolet Spark 1.0 LT,Chevrolet,2010,180000,15000,Petrol
3817,Tata Tiago 1.2 Revotron XE,Tata,2017,300000,50000,Petrol
3818,Toyota Etios Liva VX,Toyota,2012,269000,70000,Petrol
3819,Maruti Alto K10 VXI,Maruti,2018,231999,20000,Petrol
3820,Chevrolet Beat LS,Chevrolet,2011,150000,60000,Petrol
3821,Hyundai Grand i10 Asta Option,Hyundai,2017,495000,5000,Petrol
3822,Maruti Ciaz VXi,Maruti,2014,700000,15000,Petrol
3823,Datsun GO Plus T BSIV,Datsun,2018,400000,4400,Petrol
3824,Mahindra Xylo H4,Mahindra,2019,599000,15000,Diesel
3825,Renault Duster 85PS Diesel RxL Optional,Renault,2013,421000,45000,Diesel
3826,Ford EcoSport 1.5 Diesel Trend BSIV,Ford,2018,841000,1000,Diesel
3827,Hyundai i10 Magna 1.1L,Hyundai,2014,295000,38500,Petrol
3828,Hyundai i10 Sportz,Hyundai,2011,220000,25000,Petrol
3829,Ford Classic 1.4 Duratorq LXI,Ford,2013,250000,35000,Diesel
3830,Toyota Fortuner 3.0 Diesel,Toyota,2009,1100000,110000,Diesel
3831,Hyundai Verna 1.6 VTVT,Hyundai,2012,300000,40000,Petrol
3832,Chevrolet Aveo U-VA 1.2,Chevrolet,2007,80000,110000,Petrol
3833,Chevrolet Beat Diesel LT,Chevrolet,2013,215000,20000,Diesel
3834,Hyundai EON Magna Plus,Hyundai,2012,245000,14987,Petrol
3835,Ford EcoSport 1.5 TDCi Titanium BSIV,Ford,2016,650000,25061,Diesel
3836,Ford Ecosport 1.5 Diesel Titanium,Ford,2017,760000,42494,Diesel
3837,Honda Amaze S i-Dtech,Honda,2014,395000,44875,Diesel
3838,Ford Figo Diesel EXI,Ford,2014,280000,89741,Diesel
3839,Honda Jazz 1.5 S i DTEC,Honda,2016,495000,65000,Diesel
3840,Honda Jazz 1.5 VX i DTEC,Honda,2016,525000,35000,Diesel
3841,Toyota Innova 2.5 GX 8 STR BSIV,Toyota,2009,420000,347089,Diesel
3842,Tata New Safari DICOR 2.2 VX 4x2,Tata,2010,210000,34500,Diesel
3843,Hyundai i20 Active 1.2 S,Hyundai,2018,650000,30000,Petrol
3844,BMW 3 Series 320d Luxury Line,BMW,2018,2300000,39000,Diesel
3845,Ford Freestyle Titanium Plus Diesel BSIV,Ford,2019,525000,16000,Diesel
3846,Maruti Wagon R LXI CNG,Maruti,2010,195000,80000,CNG
3847,Maruti Ertiga SHVS VDI,Maruti,2016,650000,60000,Diesel
3848,Mahindra TUV 300 T6 Plus,Mahindra,2015,540000,110000,Diesel
3849,Maruti Alto 800 LXI,Maruti,2014,180000,61000,Petrol
3850,Maruti Ertiga SHVS ZDI Plus,Maruti,2018,980000,50000,Diesel
3851,Fiat Grande Punto EVO 90HP 1.3 Sport,Fiat,2014,250000,90000,Diesel
3852,Hyundai Grand i10 1.2 Kappa Sportz AT,Hyundai,2018,550000,35000,Petrol
3853,Volkswagen Vento 1.6 Highline,Volkswagen,2015,509999,43000,Petrol
3854,Maruti Alto K10 LXI,Maruti,2017,320000,50000,Petrol
3855,Hyundai EON D Lite,Hyundai,2016,275000,25000,Petrol
3856,Mahindra XUV500 W8 2WD,Mahindra,2013,550000,222252,Diesel
3857,Maruti Wagon R VXI Minor,Maruti,2009,145000,50000,Petrol
3858,Fiat Grande Punto Emotion 90Hp,Fiat,2013,250000,80000,Diesel
3859,Hyundai Verna 1.6 SX,Hyundai,2012,520000,35000,Diesel
3860,Maruti Alto LXi,Maruti,2007,95000,85000,Petrol
3861,Toyota Innova 2.5 V Diesel 7-seater,Toyota,2011,725000,110000,Diesel
3862,Maruti 800 AC,Maruti,2006,55000,70000,Petrol
3863,Honda City i DTEC VX,Honda,2014,600000,100000,Diesel
3864,Volkswagen Vento New Diesel Highline,Volkswagen,2013,330000,120000,Diesel
3865,Maruti Swift Dzire VDI,Maruti,2015,470000,89000,Diesel
3866,Maruti Swift ZDi,Maruti,2013,365000,120000,Diesel
3867,Hyundai EON Magna Plus,Hyundai,2013,250000,40000,Petrol
3868,Maruti Wagon R VXI BS IV,Maruti,2017,430000,17000,Petrol
3869,Maruti Swift VDI,Maruti,2013,400000,125000,Diesel
3870,Maruti Swift Dzire ZXI,Maruti,2015,615000,110000,Petrol
3871,Ford Figo Diesel Titanium,Ford,2011,150000,120000,Diesel
3872,Ford Figo Diesel ZXI,Ford,2014,240000,90000,Diesel
3873,Mahindra Scorpio S10 7 Seater,Mahindra,2014,800000,90000,Diesel
3874,Hyundai EON LPG Magna Plus,Hyundai,2015,240000,110000,LPG
3875,Ford Ecosport 1.5 DV5 MT Titanium,Ford,2014,600000,87000,Diesel
3876,Mahindra Scorpio LX,Mahindra,2014,800000,15000,Diesel
3877,Ford Fiesta Classic 1.6 Duratec CLXI,Ford,2012,350000,38000,Petrol
3878,Honda City 1.5 V MT,Honda,2011,300000,64000,Petrol
3879,Tata Sumo Gold EX BSIII,Tata,2015,399000,55250,Diesel
3880,Mahindra Bolero DI,Mahindra,2011,300000,110000,Diesel
3881,Maruti A-Star AT VXI,Maruti,2012,150000,70000,Petrol
3882,Chevrolet Cruze LTZ,Chevrolet,2010,320000,60000,Diesel
3883,Tata Hexa XM,Tata,2018,1280000,17000,Diesel
3884,Renault KWID 1.0 RXT Optional,Renault,2017,300000,13000,Petrol
3885,Nissan Terrano XL Plus ICC WT20 SE,Nissan,2016,1000000,60000,Diesel
3886,Mitsubishi Pajero Sport 4X4,Mitsubishi,2012,1090000,120000,Diesel
3887,Tata New Safari DICOR 2.2 GX 4x2 BS IV,Tata,2012,450000,97000,Diesel
3888,Tata Indica GLS BS IV,Tata,2007,60000,130000,Petrol
3889,Maruti Swift Dzire ZXI,Maruti,2013,500000,50000,Petrol
3890,Tata Indigo CR4,Tata,2012,200000,120000,Diesel
3891,Maruti Alto LXi,Maruti,2006,60000,100000,Petrol
3892,Hyundai Accent Executive CNG,Hyundai,2012,185000,67000,CNG
3893,Maruti Alto K10 VXI,Maruti,2015,155000,60000,Petrol
3894,Maruti Swift VXI,Maruti,2019,600000,5000,Petrol
3895,Renault KWID RXE,Renault,2016,300000,20000,Petrol
3896,Hyundai Creta 1.6 E Plus,Hyundai,2018,850000,12500,Petrol
3897,Maruti Eeco CNG 5 Seater AC BSIV,Maruti,2019,470000,4000,CNG
